,id,Unnamed: 1,action_id,action_name,player_id,player_name,team_id,team_name,position_id,position_name,opponent_id,opponent_name,opponent_team_id,opponent_team_name,opponent_position_id,opponent_position_name,half,second,zone_id,zone_name,zone_dest_id,zone_dest_name,pos_x,pos_y,pos_dest_x,pos_dest_y,gate_x,gate_y,len,direction,standart_id,standart_name,possession_id,possession_name,possession_team_id,possession_team_name,possession_time,possession_number,attack_status_id,attack_status_name,attack_type_id,attack_type_name,attack_flang_id,attack_flang_name,attack_team_id,attack_team_name,attack_number,body_id,body_name,assistant_id,assistant_name,shot_type,touches,shot_handling,sub_reason,var_decision,ts,dl,match_id,jornada
0,15040,,18010,1st half,,,,,,,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
1,15053,,161000,Substitute player,1139144.0,Andres Jimenez Aranzazu,1506.0,Envigado,100.0,Substitute player,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
2,15054,,161000,Substitute player,1133720.0,Deiler Cordoba,1506.0,Envigado,100.0,Substitute player,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
3,15055,,161000,Substitute player,1375285.0,William Camilo Hurtado Ortiz,1506.0,Envigado,100.0,Substitute player,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
4,15056,,161000,Substitute player,1450408.0,Brayan Andres Sinisterra Tenorio,1506.0,Envigado,100.0,Substitute player,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
5,15057,,161000,Substitute player,1447968.0,Henery David Mosquera Sanchez,1506.0,Envigado,100.0,Substitute player,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
6,15070,,161000,Substitute player,216462.0,Eduardo Jose Sosa Vegas,1501.0,Millonarios,100.0,Substitute player,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
7,15071,,161000,Substitute player,1003481.0,Ricardo Luis Marquez Gonzalez,1501.0,Millonarios,100.0,Substitute player,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
8,15072,,161000,Substitute player,1342737.0,Jarrinson Yuber Quinones Guerrero,1501.0,Millonarios,100.0,Substitute player,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
9,15073,,161000,Substitute player,1222408.0,Edgar Andres Guerra Hernandez,1501.0,Millonarios,100.0,Substitute player,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
10,15074,,15040,4-1-4-1,,,1506.0,Envigado,,,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
11,15075,,16310,GK,1064222.0,Joan Felipe Parra Marin,1506.0,Envigado,31.0,Goalkeeper,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
12,15076,,16420,RCD,1128503.0,Carlos Alberto Ordonez Esterilla,1506.0,Envigado,42.0,Defender - Right central,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
13,15077,,16440,RCM,1128504.0,Juan Manuel Zapata Zumaque,1506.0,Envigado,44.0,Midfielder - Right central,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
14,15078,,16520,RD,283643.0,Santiago Jimenez Mejia,1506.0,Envigado,52.0,Defender - Right,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
15,15079,,16120,LD,118886.0,Daniel Londono Castaneda,1506.0,Envigado,12.0,Defender - Left,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
16,15080,,16330,CDM,383070.0,Ivan Andres Rojas Vasquez,1506.0,Envigado,33.0,Defensive midfielder - Central,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
17,15081,,16240,LCM,254343.0,Diego Fernando Moreno Quintero,1506.0,Envigado,24.0,Midfielder - Left central,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
18,15082,,16540,RM,77079.0,Wilder Andres Guisao Correa,1506.0,Envigado,54.0,Midfielder - Right,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
19,15083,,16220,LCD,1276544.0,Yilmar Zamir Celedon Salas,1506.0,Envigado,22.0,Defender - Left central,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
20,15084,,16140,LM,1450407.0,Juan Tegue,1506.0,Envigado,14.0,Midfielder - Left,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
21,15085,,16360,CF,70064.0,Jesus Isaac Hernandez Cordova,1506.0,Envigado,36.0,Forward - Central,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
22,15086,,15050,4-2-3-1,,,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
23,15087,,16310,GK,216424.0,Alvaro David Montero Perales,1501.0,Millonarios,31.0,Goalkeeper,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
24,15088,,16220,LCD,259306.0,Andres Felipe Murillo Segura,1501.0,Millonarios,22.0,Defender - Left central,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
25,15089,,16120,LD,860262.0,Omar Andres Bertel Vergara,1501.0,Millonarios,12.0,Defender - Left,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
26,15090,,16520,RD,33893.0,Elvis Johan Perlaza Lara,1501.0,Millonarios,52.0,Defender - Right,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
27,15091,,16230,LCDM,254299.0,Stiven Vega Londono,1501.0,Millonarios,23.0,Defensive midfielder - Left central,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
28,15092,,16430,RCDM,82777.0,Larry Vasquez Ortega,1501.0,Millonarios,43.0,Defensive midfielder - Right central,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
29,15093,,16150,LAM,1092034.0,Daniel Felipe Ruiz Rivera,1501.0,Millonarios,15.0,Attacking midfielder - Left,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
30,15094,,16550,RAM,1430116.0,Carlos Andres Gomez Hinestroza,1501.0,Millonarios,55.0,Attacking midfielder - Right,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
31,15095,,16350,CAM,76790.0,Mackalister Silva Mosquera,1501.0,Millonarios,35.0,Attacking midfielder - Central,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
32,15096,,16360,CF,315357.0,Diego Fernando Herazo Moreno,1501.0,Millonarios,36.0,Forward - Central,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
33,15097,,16420,RCD,301334.0,Andres Llinas Montejo,1501.0,Millonarios,42.0,Defender - Right central,,,,,,,1,0.0,,,,,,,,,,,,,1.0,Open play,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 04:43:56.409,0,2180704,3
34,46192,,25010,Average position 1st half,1128503.0,Carlos Alberto Ordonez Esterilla,1506.0,Envigado,,,,,,,,,1,0.0,,,,,21.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
35,46193,,25000,Average position Full match,33893.0,Elvis Johan Perlaza Lara,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,53.4,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
36,46194,,25000,Average position Full match,1128503.0,Carlos Alberto Ordonez Esterilla,1506.0,Envigado,,,,,,,,,1,0.0,,,,,28.6,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
37,46195,,25000,Average position Full match,1128504.0,Juan Manuel Zapata Zumaque,1506.0,Envigado,,,,,,,,,1,0.0,,,,,53.1,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
38,46196,,25000,Average position Full match,1133720.0,Deiler Cordoba,1506.0,Envigado,,,,,,,,,1,0.0,,,,,74.8,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
39,46197,,25000,Average position Full match,1139144.0,Andres Jimenez Aranzazu,1506.0,Envigado,,,,,,,,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
40,46198,,25000,Average position Full match,1276544.0,Yilmar Zamir Celedon Salas,1506.0,Envigado,,,,,,,,,1,0.0,,,,,34.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
41,46199,,25000,Average position Full match,1375285.0,William Camilo Hurtado Ortiz,1506.0,Envigado,,,,,,,,,1,0.0,,,,,73.2,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
42,46200,,25000,Average position Full match,1447968.0,Henery David Mosquera Sanchez,1506.0,Envigado,,,,,,,,,1,0.0,,,,,73.0,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
43,46201,,25000,Average position Full match,1450407.0,Juan Tegue,1506.0,Envigado,,,,,,,,,1,0.0,,,,,70.3,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
44,46202,,25000,Average position Full match,1450408.0,Brayan Andres Sinisterra Tenorio,1506.0,Envigado,,,,,,,,,1,0.0,,,,,58.6,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
45,46203,,25010,Average position 1st half,33893.0,Elvis Johan Perlaza Lara,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,62.9,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
46,46204,,25010,Average position 1st half,76790.0,Mackalister Silva Mosquera,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,69.7,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
47,46205,,25010,Average position 1st half,82777.0,Larry Vasquez Ortega,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,56.5,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
48,46206,,25010,Average position 1st half,216424.0,Alvaro David Montero Perales,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,11.8,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
49,46207,,25010,Average position 1st half,216462.0,Eduardo Jose Sosa Vegas,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
50,46208,,25010,Average position 1st half,254299.0,Stiven Vega Londono,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,53.0,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
51,46209,,25010,Average position 1st half,259306.0,Andres Felipe Murillo Segura,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,28.9,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
52,46210,,25010,Average position 1st half,301334.0,Andres Llinas Montejo,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,30.1,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
53,46211,,25010,Average position 1st half,315357.0,Diego Fernando Herazo Moreno,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,85.6,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
54,46212,,25010,Average position 1st half,860262.0,Omar Andres Bertel Vergara,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,60.8,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
55,46213,,25010,Average position 1st half,1003481.0,Ricardo Luis Marquez Gonzalez,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
56,46214,,25010,Average position 1st half,1092034.0,Daniel Felipe Ruiz Rivera,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,74.3,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
57,46215,,25010,Average position 1st half,1222408.0,Edgar Andres Guerra Hernandez,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
58,46216,,25010,Average position 1st half,1342737.0,Jarrinson Yuber Quinones Guerrero,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
59,46217,,25010,Average position 1st half,1430116.0,Carlos Andres Gomez Hinestroza,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,65.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
60,46218,,25010,Average position 1st half,70064.0,Jesus Isaac Hernandez Cordova,1506.0,Envigado,,,,,,,,,1,0.0,,,,,72.4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
61,46219,,25010,Average position 1st half,77079.0,Wilder Andres Guisao Correa,1506.0,Envigado,,,,,,,,,1,0.0,,,,,68.7,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
62,46220,,25010,Average position 1st half,118886.0,Daniel Londono Castaneda,1506.0,Envigado,,,,,,,,,1,0.0,,,,,47.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
63,46221,,25010,Average position 1st half,254343.0,Diego Fernando Moreno Quintero,1506.0,Envigado,,,,,,,,,1,0.0,,,,,47.0,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
64,46222,,25010,Average position 1st half,283643.0,Santiago Jimenez Mejia,1506.0,Envigado,,,,,,,,,1,0.0,,,,,37.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
65,46223,,25010,Average position 1st half,383070.0,Ivan Andres Rojas Vasquez,1506.0,Envigado,,,,,,,,,1,0.0,,,,,42.4,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
66,46224,,25010,Average position 1st half,1064222.0,Joan Felipe Parra Marin,1506.0,Envigado,,,,,,,,,1,0.0,,,,,8.4,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
67,46225,,25010,Average position 1st half,1128504.0,Juan Manuel Zapata Zumaque,1506.0,Envigado,,,,,,,,,1,0.0,,,,,53.1,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
68,46226,,25010,Average position 1st half,1133720.0,Deiler Cordoba,1506.0,Envigado,,,,,,,,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
69,46227,,25010,Average position 1st half,1139144.0,Andres Jimenez Aranzazu,1506.0,Envigado,,,,,,,,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
70,46228,,25010,Average position 1st half,1276544.0,Yilmar Zamir Celedon Salas,1506.0,Envigado,,,,,,,,,1,0.0,,,,,30.1,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
71,46229,,25010,Average position 1st half,1375285.0,William Camilo Hurtado Ortiz,1506.0,Envigado,,,,,,,,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
72,46230,,25010,Average position 1st half,1447968.0,Henery David Mosquera Sanchez,1506.0,Envigado,,,,,,,,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
73,46231,,25010,Average position 1st half,1450407.0,Juan Tegue,1506.0,Envigado,,,,,,,,,1,0.0,,,,,64.1,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
74,46232,,25010,Average position 1st half,1450408.0,Brayan Andres Sinisterra Tenorio,1506.0,Envigado,,,,,,,,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
75,46233,,25020,Average position 2nd half,33893.0,Elvis Johan Perlaza Lara,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,42.7,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
76,46234,,25020,Average position 2nd half,76790.0,Mackalister Silva Mosquera,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,66.3,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
77,46235,,25020,Average position 2nd half,82777.0,Larry Vasquez Ortega,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,56.0,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
78,46236,,25020,Average position 2nd half,216424.0,Alvaro David Montero Perales,1501.0,Millonarios,,,,,,,,,1,0.0,,,,,7.7,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-03 09:26:00,0,2180704,3
